id	text	category	cleaned_text
MA_YT751	Family court IL case jayikkan vendi palathum case file cheyyum, athu Satyam akana mennilla	NOT	family court il case jayikkan vendi palathum case file cheyyum, athu satyam akana mennilla
MA_YT752	URL yude pennumpullaye Eni marumakante.vappayekondu kettikkumo	OFF	url yude pennumpullaye eni marumakante.vappayekondu kettikkumo
MA_YT753	Appol theerchayaayum Veena kum time aduthuðŸ˜•ðŸ˜žðŸ˜žðŸ˜žðŸ˜žthallukollaan ready aayikoolu ðŸ˜†ðŸ˜†ðŸ˜Š	OFF	appol theerchayaayum veena kum time aduthuðÿ˜•ðÿ˜žðÿ˜žðÿ˜žðÿ˜žthallukollaan ready aayikoolu ðÿ˜†ðÿ˜†ðÿ˜š
MA_YT754	Ningalkonnum vere oru paniyumille... Ellavarudeyum rakshikalaano pani.. Neeyoke divorce aadyamayitano kelkunnath	NOT	ningalkonnum vere oru paniyumille. ellavarudeyum rakshikalaano pani. neeyoke divorce aadyamayitano kelkunnath
MA_YT755	"Kadakku purath Enna prayogam Mari ""Kadathu akathu""ennakki"	NOT	"kadakku purath enna prayogam mari ""kadathu akathu""ennakki"
MA_YT756	Panni festival vennam pannikale	OFF	panni festival vennam pannikale
MA_YT757	Podi Thallathe Ninakkonnum vere paniyille ðŸ˜ 	OFF	podi thallathe ninakkonnum vere paniyille ðÿ˜
MA_YT758	Onnu podi kopee kodum kuratha evidy onnu kanichuthade pulle ennit ni para. Kurupotti olikkuvanallode ninkokke	OFF	onnu podi kopee kodum kuratha evidy onnu kanichuthade pulle ennit ni para. kurupotti olikkuvanallode ninkokke
MA_YT759	Ivarude sahavasam gunda kolapathaki engane ullavarumaye ane	NOT	ivarude sahavasam gunda kolapathaki engane ullavarumaye ane
MA_YT760	URL kittenda marumone kitty. Nannayi Idu kerala janatha predikshichirunadanu iganeyanu sathyagal veliyil varunade Keralathile janagal bageyamullavara Idu kanan Ippo oru mudravakeyagalanu ormayunde ''onnum kettum randum kettum vendi vannal EMS de moleyum kettum	NOT	url kittenda marumone kitty. nannayi idu kerala janatha predikshichirunadanu iganeyanu sathyagal veliyil varunade keralathile janagal bageyamullavara idu kanan ippo oru mudravakeyagalanu ormayunde ''onnum kettum randum kettum vendi vannal ems de moleyum kettum
MA_YT761	Athokke as lady docterkkanu,Veenakku pranamonnum undavilla.Undayaalum eratta changanalle.Adheham nokkikolum.	NOT	athokke as lady docterkkanu,veenakku pranamonnum undavilla.undayaalum eratta changanalle.adheham nokkikolum.
MA_YT762	Best Kannaa Best..... Eanampechikku marappatti Kootu	OFF	best kannaa best. eanampechikku marappatti kootu
MA_YT763	kuru potti chavan sangigal vari vari aayi vannolu  koode koore nunnagalum	OFF	kuru potti chavan sangigal vari vari aayi vannolu  koode koore nunnagalum
MA_YT764	Paisa adhikaram URL enthu venam	NOT	paisa adhikaram url enthu venam
MA_YT765	Kattunna panninum charukkanum veettukarkum prashnam illa RSS peedanaveeran markanu prashnam	OFF	kattunna panninum charukkanum veettukarkum prashnam illa rss peedanaveeran markanu prashnam
MA_YT766	Partyil ulla URL party anneshichu kuranju poya edikal kutti kodukkum. ðŸ˜ðŸ˜. Shabari malayil chorinjathinte ardam epol anu manasilayathu... Mulla. Pinarayi khan.	OFF	partyil ulla url party anneshichu kuranju poya edikal kutti kodukkum. ðÿ˜ðÿ˜. shabari malayil chorinjathinte ardam epol anu manasilayathu. mulla. pinarayi khan.
MA_YT767	Jerold ISreal? Enthoru perado ithu? Swontham peru marchuURL thantha arennariyatha kammikalum sudapikalum anennariyam. IS sneham kaanikkunnundallo? Than kamantidumbol sookshichal unda thinnendi varilla	OFF	jerold isreal? enthoru perado ithu? swontham peru marchuurl thantha arennariyatha kammikalum sudapikalum anennariyam. is sneham kaanikkunnundallo? than kamantidumbol sookshichal unda thinnendi varilla
MA_YT768	NINTE AMMEDE JARAN ENNO?	OFF	ninte ammede jaran enno?
MA_YT769	apol ninte modi ye anthu parayan	OFF	apol ninte modi ye anthu parayan
MA_YT770	Cpm naadine nashipURL	OFF	cpm naadine nashipurl
MA_YT771	Truck onnum njammakk illee....eattathikk nirbandhamanu jeevanamshom URL enkil ponnaniyan innovaa vidatto(inshah allah)	OFF	truck onnum njammakk illee.eattathikk nirbandhamanu jeevanamshom url enkil ponnaniyan innovaa vidatto(inshah allah)
MA_YT772	Vithugunam 10 gunam.kumbalam nattal athe mulakku.	OFF	vithugunam 10 gunam.kumbalam nattal athe mulakku.
MA_YT773	ANIYAN BAVA CHETTAN BAVA????	NOT	aniyan bava chettan bava????
MA_YT774	Evanmarey okkey 52 o C choodulla desertil kondu vidanam .	OFF	evanmarey okkey 52 o c choodulla desertil kondu vidanam .
MA_YT775	Enthayalum ivinte thantha kooper balan thannee...illel ithrayum tholikatti kanilla	OFF	enthayalum ivinte thantha kooper balan thannee.illel ithrayum tholikatti kanilla
MA_YT776	Kadhayile raja kumaranum raja kumariyumonnavam. ,Ennalum Paradooshanam pole avathe sraddhiykoo , athum srothavinte manasine dushipURL	NOT	kadhayile raja kumaranum raja kumariyumonnavam. ,ennalum paradooshanam pole avathe sraddhiykoo , athum srothavinte manasine dushipurl
MA_YT777	Looggaaaa dhurandhangalll aayyaaa rendduuu maakkaalll ninggaall ethuuu engana sahikkunnuu maashaaiii	OFF	looggaaaa dhurandhangalll aayyaaa rendduuu maakkaalll ninggaall ethuuu engana sahikkunnuu maashaaiii
MA_YT778	NANAMILLALLO EE CHETTAKALKKU. EEDATHU KALIL MANTHUM VECHONDU....	OFF	nanamillallo ee chettakalkku. eedathu kalil manthum vechondu.
MA_YT779	EE CASEIL CHILAPPOL RAKSHAPPEDUM. KARANAM AVALUM ATRA CLEAR AANENNU THONNUNNILLA.	NOT	ee caseil chilappol rakshappedum. karanam avalum atra clear aanennu thonnunnilla.
MA_YT780	Bala krishna. Ithu thante karma phalam. Anu bhavicho sahave.	NOT	bala krishna. ithu thante karma phalam. anu bhavicho sahave.
MA_YT781	Nale DNA testinu kotukinte chora kodukum..nammaloda kali..	NOT	nale dna testinu kotukinte chora kodukum.nammaloda kali.
MA_YT782	Chattakal thayolikal narikal.that s it	OFF	chattakal thayolikal narikal.that s it
MA_YT783	Eda Madan ulle poda poda	NOT	eda madan ulle poda poda
MA_YT784	makankodiyeri sanghiyo anthakammiyo.	OFF	makankodiyeri sanghiyo anthakammiyo.
MA_YT785	Ethineyakkeyanu nam navaliberalism ennu parayunnathu	NOT	ethineyakkeyanu nam navaliberalism ennu parayunnathu
MA_YT786	Johnson nonsenseparayaruthu	NOT	johnson nonsenseparayaruthu
MA_YT787	P sasi chagavine pattti parayam avan akumbol party chagavanallllo	OFF	p sasi chagavine pattti parayam avan akumbol party chagavanallllo
MA_YT788	Nightingale poodaa pooraa	OFF	nightingale poodaa pooraa
MA_YT789	@USER Frijocfv adjchu mattiyittyttum pokki nadakkunnu	OFF	user frijocfv adjchu mattiyittyttum pokki nadakkunnu
MA_YT790	Ada Arune Paranari Njan onnu chodichote Ni Sarithaye Thallitundo? Mikka chanalukarum Thallitund Anna paraunne	OFF	ada arune paranari njan onnu chodichote ni sarithaye thallitundo? mikka chanalukarum thallitund anna paraunne
MA_YT791	Sariyanu. Nalla confidence. Straight forward. Karyangal sathyasandhamayi parayunnu. Oru respect thonunnu Avare misuse cheythavanmar maanyanmarayi vilasunnu Aa pavathinu matram peru dhosham. Jeevikanulla thattapadil chathiyil pettupoyathanennu vyaktamayi.	NOT	sariyanu. nalla confidence. straight forward. karyangal sathyasandhamayi parayunnu. oru respect thonunnu avare misuse cheythavanmar maanyanmarayi vilasunnu aa pavathinu matram peru dhosham. jeevikanulla thattapadil chathiyil pettupoyathanennu vyaktamayi.
MA_YT792	@USER venjaramoodu Nammada Sunny Chechi de athreem illaaa	OFF	user venjaramoodu nammada sunny chechi de athreem illaaa
MA_YT793	Ottakyu choodu pakarnna perum pamb	OFF	ottakyu choodu pakarnna perum pamb
MA_YT794	@USER Indi yaaa sartha	OFF	user indi yaaa sartha
MA_YT795	fenikku enthanu parayendathu ennu ariyunilla. vellam kudikkunnu feni	NOT	fenikku enthanu parayendathu ennu ariyunilla. vellam kudikkunnu feni
MA_YT796	ellavarum pavam anedo	NOT	ellavarum pavam anedo
MA_YT797	Thala vara allathe enth parayn	OFF	thala vara allathe enth parayn
MA_YT798	@USER pb sherikum le	NOT	user pb sherikum le
MA_YT799	Oru karyam nanasillakunnilla. Evar biju radhajrishnante kude ore veettil thanasichirunnu. URL engane ayalumayi bandhamillla ennu parayunnu	NOT	oru karyam nanasillakunnilla. evar biju radhajrishnante kude ore veettil thanasichirunnu. url engane ayalumayi bandhamillla ennu parayunnu
MA_YT800	Lakshmi Nair amma sahodari pole aano biju ? Oru Anyan? Ella veedukalilum office colleagues swantham veettil aayirikkum thamasam alle?	OFF	lakshmi nair amma sahodari pole aano biju ? oru anyan? ella veedukalilum office colleagues swantham veettil aayirikkum thamasam alle?
MA_YT801	Lakshmi Nair are engane kandalum officil kude Joli cheyyunna aalukal oru nattilum veettil keri thamasikkarilla even western countriesil polum.	OFF	lakshmi nair are engane kandalum officil kude joli cheyyunna aalukal oru nattilum veettil keri thamasikkarilla even western countriesil polum.
MA_YT802	@USER company provided accommodation ninakkariyilla..athinu companies ninne admit cheyyanam	NOT	user company provided accommodation ninakkariyilla.athinu companies ninne admit cheyyanam
MA_YT803	Lakshmi Nair athe athe. Ningalude company polathe companyude eezh ayaluthu kude aalukal poyal enthu sambhavikkum ennu keralam kandathanu.	OFF	lakshmi nair athe athe. ningalude company polathe companyude eezh ayaluthu kude aalukal poyal enthu sambhavikkum ennu keralam kandathanu.
MA_YT804	Ooovvaa allathe thannathane nasikan theerumanich irangyathlla alle....	NOT	ooovvaa allathe thannathane nasikan theerumanich irangyathlla alle.
MA_YT805	Nalloru buisness kaari ayirikkam pakshe athinu edutha vazhi thetti poi.....	NOT	nalloru buisness kaari ayirikkam pakshe athinu edutha vazhi thetti poi.
MA_YT806	Ath editing kondaanu Angane thonnunnath. Parayunnath full kaanikan patilla..time nokande. Apol main kaaryangal maathram ulpeduthullu	NOT	ath editing kondaanu angane thonnunnath. parayunnath full kaanikan patilla.time nokande. apol main kaaryangal maathram ulpeduthullu
MA_YT807	@USER hai Lakshmi please Pon nambar tharamo nan kuwaitila anavisasekam ðŸ’¯	OFF	user hai lakshmi please pon nambar tharamo nan kuwaitila anavisasekam ðÿ¯
MA_YT808	@USER Kwt niyoke evdunn varunnu, poi chav njarambe	OFF	user kwt niyoke evdunn varunnu, poi chav njarambe
MA_YT809	Ath molk shakkilaye ariyaanjittaa	OFF	ath molk shakkilaye ariyaanjittaa
MA_YT810	HHK me ninakku aval kidannu tharum.	OFF	hhk me ninakku aval kidannu tharum.
MA_YT811	@USER ninte thalla chelappol tharumayirikkum ðŸ¤£ðŸ¤£	OFF	user ninte thalla chelappol tharumayirikkum ðÿ¤£ðÿ¤£
MA_YT812	sujatha suja @USER?? Avar visvasich video cheithavan avare chathichu athalle sathyam	NOT	sujatha suja user?? avar visvasich video cheithavan avare chathichu athalle sathyam
MA_YT813	Sandeep Mathews yes. Sareerathilum manasilum Veena azhukkukal kazhuki murivukal Unakki avar thirichu varatte . Avarude jeevitham vilayullathanu. Arkkokkeyo thirimari nadathanullathalla. ..	NOT	sandeep mathews yes. sareerathilum manasilum veena azhukkukal kazhuki murivukal unakki avar thirichu varatte . avarude jeevitham vilayullathanu. arkkokkeyo thirimari nadathanullathalla. .
MA_YT814	@USER Denny avarude jeevitham vallare villayullathannenn yathoru samshayam illaa... Athupole thanneya ellarudem......	NOT	user denny avarude jeevitham vallare villayullathannenn yathoru samshayam illaa. athupole thanneya ellarudem.
MA_YT815	Vishaya dharidhryamo...? Seriously? Vallappozum phn nnu irangiitt pathram vaayikkanam, tv le news channels oke onu nokanam...apo manasilavum aethu vishayathinu ethra importance ind nnu.	NOT	vishaya dharidhryamo.? seriously? vallappozum phn nnu irangiitt pathram vaayikkanam, tv le news channels oke onu nokanam.apo manasilavum aethu vishayathinu ethra importance ind nnu.
MA_YT816	@USER oh..ningal matte partiya alle....changaayi janakeeya kodathiyude hot seetilek kond varenda vishayamalla ath...attaye URL methayil kidathunna paripaadi aayippoyi mashe ath... kashtam..	NOT	user oh.ningal matte partiya alle.changaayi janakeeya kodathiyude hot seetilek kond varenda vishayamalla ath.attaye url methayil kidathunna paripaadi aayippoyi mashe ath. kashtam.
MA_YT817	Adyamayittoru respect okke thonny	NOT	adyamayittoru respect okke thonny
MA_YT818	@USER citizen thanikku entha ithra asukam...enthu paranjalum veettukar aanallo	NOT	user citizen thanikku entha ithra asukam.enthu paranjalum veettukar aanallo
MA_YT819	@USER citizen ennal than aadyam poyi rashtreeyakkarude nenjathu keru,thirumeni mar,pallil achanmar ,ustadumar ivarude adukkal chellu...oru punyalan vannirikunnu	OFF	user citizen ennal than aadyam poyi rashtreeyakkarude nenjathu keru,thirumeni mar,pallil achanmar ,ustadumar ivarude adukkal chellu.oru punyalan vannirikunnu
MA_YT820	Kazhivaulla sthree aayirunnu... Evideyo jeevitham kai vittu poyi...	NOT	kazhivaulla sthree aayirunnu. evideyo jeevitham kai vittu poyi.
MA_YT821	@USER Nair njan avare kuttam onnum parajillalo... ðŸ¤”ðŸ¤”	NOT	user nair njan avare kuttam onnum parajillalo. ðÿ¤ðÿ¤
MA_YT822	yes,yethayalum ethra aaille eni dhairiamai munnottu poi	NOT	yes,yethayalum ethra aaille eni dhairiamai munnottu poi
MA_YT823	ALLA POLITICS ANNANMARU KARANAM	NOT	alla politics annanmaru karanam
MA_YT824	@USER Kuruvilla enikku ivare randu pereyum ariyam	NOT	user kuruvilla enikku ivare randu pereyum ariyam
MA_YT825	Saritha yude utharangal ellam perfect annu..	NOT	saritha yude utharangal ellam perfect annu.
MA_YT826	Clip und send aakiyaal ellaavarkum oriko nalla tannup aakumðŸ˜†allankil venda Ente Peru last ivall parayumoðŸ¤”ðŸ™„	OFF	clip und send aakiyaal ellaavarkum oriko nalla tannup aakumðÿ˜†allankil venda ente peru last ivall parayumoðÿ¤ðÿ™„
MA_YT827	Saritha samsarathil innecent manasulakkunnu feni kallam parayannu ennum	NOT	saritha samsarathil innecent manasulakkunnu feni kallam parayannu ennum
MA_YT828	UlupURL rashtreeyakkaarude mukham moodi azhiyatte	NOT	ulupurl rashtreeyakkaarude mukham moodi azhiyatte
MA_YT829	Ival athuthanne aanennu ival thsnne theliyichathanu. Oruoaad perude perukal ival thanne vilichu kooviyathalle.	OFF	ival athuthanne aanennu ival thsnne theliyichathanu. oruoaad perude perukal ival thanne vilichu kooviyathalle.
MA_YT830	Sarithayude second kunjinte Achan ganesh kumar aan	OFF	sarithayude second kunjinte achan ganesh kumar aan
MA_YT831	@USER suja aano? appo balakrishna URL sir paisa chilavu kash kodukunnathu enthina pinne?	NOT	user suja aano? appo balakrishna url sir paisa chilavu kash kodukunnathu enthina pinne?
MA_YT832	PAAVAM ORU STHREE KURE CHENNAYAKAL KADICHU KEERI. SATHYM ORU NAL OURATH VARUM	NOT	paavam oru sthree kure chennayakal kadichu keeri. sathym oru nal ourath varum
MA_YT833	@USER Series arkaaa antey ummachikku aano athu vendathu pooo mone	OFF	user series arkaaa antey ummachikku aano athu vendathu pooo mone
MA_YT834	@USER PATTIMATTOM ante ummente pooru vadichittu vittaal mathy muslim thayoli..... nabi aaru vayassu kaariye koode kidathiya thayoli	OFF	user pattimattom ante ummente pooru vadichittu vittaal mathy muslim thayoli. nabi aaru vayassu kaariye koode kidathiya thayoli
MA_YT835	Maappala theettangal varunnund thableeq pooranmaareyum eduthu kondu...	OFF	maappala theettangal varunnund thableeq pooranmaareyum eduthu kondu.
MA_YT836	@USER Series anne moylyaaru kundikku vechu thoori pettathu alleey pundey	OFF	user series anne moylyaaru kundikku vechu thoori pettathu alleey pundey
MA_YT837	@USER R eda njan ninne hinduvayalla kandath atha mathathine onnum parayathe prayukayum illa nee sankiya maire	OFF	user r eda njan ninne hinduvayalla kandath atha mathathine onnum parayathe prayukayum illa nee sankiya maire
MA_YT838	@USER R Shoe nakki savarkantea kunjhamedea ammedea nayardea kothiladiche undayavanea..malayalikal thoori eriyum sangi thayooli, pothe ooki indayavanea..	OFF	user r shoe nakki savarkantea kunjhamedea ammedea nayardea kothiladiche undayavanea.malayalikal thoori eriyum sangi thayooli, pothe ooki indayavanea.
MA_YT839	@USER R neeyokke enth theettamaada maira	OFF	user r neeyokke enth theettamaada maira
MA_YT840	Njan puthya air gun medichu	NOT	njan puthya air gun medichu
MA_YT841	Verum vishum...njanum orikalum marakila...naatukarum	OFF	verum vishum.njanum orikalum marakila.naatukarum
MA_YT842	Vargyatha thalayku URL vattu aaya janthu	OFF	vargyatha thalayku url vattu aaya janthu
MA_YT843	Kand vannathalloooo..... Nooki vannathaaa	NOT	kand vannathalloooo. nooki vannathaaa
MA_YT844	Njnum Oru pathanamthittakaran ayathil abhimanikunnu	NOT	njnum oru pathanamthittakaran ayathil abhimanikunnu
MA_YT845	eviden opURLðŸ˜ðŸ˜ðŸ˜ Vere level ðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜Ž Ammoooo	NOT	eviden opurlðÿ˜ðÿ˜ðÿ˜ vere level ðÿ˜žðÿ˜žðÿ˜žðÿ˜ž ammoooo
MA_YT846	Dayavu cheydhu chanakathe apamanikkarudhuðŸ˜‚	OFF	dayavu cheydhu chanakathe apamanikkarudhuðÿ˜‚
MA_YT847	repeat cheyth nalla veruppper ond... pakshe selection kolllaam	NOT	repeat cheyth nalla veruppper ond. pakshe selection kolllaam
MA_YT848	Dislike mothom chanakengale ayirikum	NOT	dislike mothom chanakengale ayirikum
MA_YT849	Repeat cheyyumbl bore aaanu. BaackiðŸ”¥ðŸ˜	NOT	repeat cheyyumbl bore aaanu. baackiðÿ¥ðÿ˜
MA_YT850	changathe APAMANIKKARUTH....ðŸ˜˜ðŸ˜˜ðŸ˜˜	NOT	changathe apamanikkaruth.ðÿ˜˜ðÿ˜˜ðÿ˜˜
MA_YT851	enn gujarathi MONE kond BEEF BIRIYANI kazhipURL	OFF	enn gujarathi mone kond beef biriyani kazhipurl
MA_YT852	Sangi falidam same old comedy feel	NOT	sangi falidam same old comedy feel
MA_YT853	bro troll nallathanu but oru scene veendum veendum repeat cheyth veruURL 1 scene 2 times okke okay aanu but crossing the limit is lame.	NOT	bro troll nallathanu but oru scene veendum veendum repeat cheyth veruurl 1 scene 2 times okke okay aanu but crossing the limit is lame.
MA_YT854	Chanakathe apamanikunnilla avalude thanthaye apamanikam	OFF	chanakathe apamanikunnilla avalude thanthaye apamanikam
MA_YT855	Lastile chechi nice ayii mithram merichu chechi konnuu	NOT	lastile chechi nice ayii mithram merichu chechi konnuu
MA_YT856	Idhu kaanunna le kaka	NOT	idhu kaanunna le kaka
MA_YT857	sangi ennum chanaham ennu mandan mare enum kotham vashi thuri prtta panni thittam sudaURL kundan adi viran maraya kammikalum bjp kare vilikunu AVAR RAJIYAM BHARIKUNU bhodiman maraya kakkakal iposhum andiyum kashuki panniye [ole thittam thinu nadakunu kammikal pine keralathile oru moolayal kundan adichi kuru potti jivikuu	OFF	sangi ennum chanaham ennu mandan mare enum kotham vashi thuri prtta panni thittam sudaurl kundan adi viran maraya kammikalum bjp kare vilikunu avar rajiyam bharikunu bhodiman maraya kakkakal iposhum andiyum kashuki panniye [ole thittam thinu nadakunu kammikal pine keralathile oru moolayal kundan adichi kuru potti jivikuu
MA_YT858	Shanghi allae viditharamae parayu	OFF	shanghi allae viditharamae parayu
MA_YT859	Sanginikk areele ulli sura	OFF	sanginikk areele ulli sura
MA_YT860	ival ulli upayogikoola chanagam tinnal go mootram kudikanl URL engane ulliye Patti ariyum	OFF	ival ulli upayogikoola chanagam tinnal go mootram kudikanl url engane ulliye patti ariyum
MA_YT861	Ulli ku@*#&#* currykath. Ethada ee dank sangini	OFF	ulli ku* currykath. ethada ee dank sangini
MA_YT862	Sathoshayoo checheyee ulli olatheyapo	OFF	sathoshayoo checheyee ulli olatheyapo
MA_YT863	Sonkey monkey kurache budhi undenjil mandhabuthie anno villickannu ipol athum illandayie	OFF	sonkey monkey kurache budhi undenjil mandhabuthie anno villickannu ipol athum illandayie
MA_YT864	Shery yaan chanagatthe sangikoppam cherth apamanikkaruth sangikoppam enth cherthalum Adh cheethayavum	OFF	shery yaan chanagatthe sangikoppam cherth apamanikkaruth sangikoppam enth cherthalum adh cheethayavum
MA_YT865	Ith troll cheyyandada ....ingane itta pore	NOT	ith troll cheyyandada .ingane itta pore
MA_YT866	pakshe sudapURL trollan nee valarnnittila.	OFF	pakshe sudapurl trollan nee valarnnittila.
MA_YT867	Aa beef roast, chicken roast nn ethra thavanaya paranjath	NOT	aa beef roast, chicken roast nn ethra thavanaya paranjath
MA_YT868	Amachi is a waste. Avarudae kaaryum maatrum ae noku. Thalla adi maedikathae noku	OFF	amachi is a waste. avarudae kaaryum maatrum ae noku. thalla adi maedikathae noku
MA_YT869	Bjp kark yallam mandhabhudhikal annen theliyichond irikeya veendum veendum	OFF	bjp kark yallam mandhabhudhikal annen theliyichond irikeya veendum veendum
MA_YT870	Happy Wedding mathre iyal cheytha padangalil isthapettoluðŸ˜Œ	NOT	happy wedding mathre iyal cheytha padangalil isthapettoluðÿ˜œ
MA_YT871	Enth kopa athilullad...verum A chali..	OFF	enth kopa athilullad.verum a chali.
MA_YT872	Chunks Kurachu ishtappettu, Adar Luv kandilla	NOT	chunks kurachu ishtappettu, adar luv kandilla
MA_YT873	Atha korachu koode standard ulla movie...bakiyellam oru avastha aan	NOT	atha korachu koode standard ulla movie.bakiyellam oru avastha aan
MA_YT874	Enikiyalde oru padavum ishtamalla	NOT	enikiyalde oru padavum ishtamalla
MA_YT875	Review cheythapozhalla paranjad, athin shesham worst cinemas of the year enna segment cheythappol pulli paranjirunnu,	NOT	review cheythapozhalla paranjad, athin shesham worst cinemas of the year enna segment cheythappol pulli paranjirunnu,
MA_YT876	Athinentha potta padam URL nallathu aanennu parayano.	NOT	athinentha potta padam url nallathu aanennu parayano.
MA_YT877	Omar Mandan aa verudhe thallal aanu	OFF	omar mandan aa verudhe thallal aanu
MA_YT878	@USER rajan appol ningaloke honeybee movie entha vemarshikatath	NOT	user rajan appol ningaloke honeybee movie entha vemarshikatath
MA_YT879	Iyale polulla rubbish directors cinema cheyyunnu ennadhanu industrye sammandhich ettavum mosham karyam	OFF	iyale polulla rubbish directors cinema cheyyunnu ennadhanu industrye sammandhich ettavum mosham karyam
MA_YT880	@USER parvi cheriya kuttiyayirikkumbol oru pashe itharam cinimakalk nammal kaiyyadichekam pashe thirichariv vannathin shesham enikk itharam cleache cinimakalod veruppan	NOT	user parvi cheriya kuttiyayirikkumbol oru pashe itharam cinimakalk nammal kaiyyadichekam pashe thirichariv vannathin shesham enikk itharam cleache cinimakalod veruppan
MA_YT881	1.5 kooduthalaaa..eee koothara padathinu	OFF	1.5 kooduthalaaa.eee koothara padathinu
MA_YT882	@USER K. V. angane paranju kodukk Sudheeshetta. Avanmar Kore kambi fans vannekkunnu	OFF	user k. v. angane paranju kodukk sudheeshetta. avanmar kore kambi fans vannekkunnu
MA_YT883	sudheesh ,entho buji aanenna vicharam.Dileep cinema kku mathram nalla review idaan ivan veliya budhimuttanu,,,,,apo parayum kammarambavam nalla review ittannu(aaroke enth review koduthalum kammaran van vijayam avilla enn urapp ulla karyamanu).kannadi mairan sudheeshe ninakk e verthirichu kanunnathu nirthikkoode....	OFF	sudheesh ,entho buji aanenna vicharam.dileep cinema kku mathram nalla review idaan ivan veliya budhimuttanu,,,,,apo parayum kammarambavam nalla review ittannu(aaroke enth review koduthalum kammaran van vijayam avilla enn urapp ulla karyamanu).kannadi mairan sudheeshe ninakk e verthirichu kanunnathu nirthikkoode.
MA_YT884	@USER Muriyanthoni vera karyam paranjatha,,,my santa review idan ivanu velya budhimuttanu ,, Sudheesh nalla verthirivu ulla durantham aanu.DILEEP movie hit avunnathu ishtamalla e kannadi bujikk	OFF	user muriyanthoni vera karyam paranjatha,,,my santa review idan ivanu velya budhimuttanu ,, sudheesh nalla verthirivu ulla durantham aanu.dileep movie hit avunnathu ishtamalla e kannadi bujikk
MA_YT885	Kasaba,madhura raja polulla padangalum thangunna myranmarundeðŸ˜‚ðŸ˜‚ðŸ˜‚	OFF	kasaba,madhura raja polulla padangalum thangunna myranmarundeðÿ˜‚ðÿ˜‚ðÿ˜‚
MA_YT886	@USER kishore onnu podaa vella paniyum eduthu jeevikku mairoliyaaa	OFF	user kishore onnu podaa vella paniyum eduthu jeevikku mairoliyaaa
MA_YT887	5:32 ee myranu antengilum oru thattikoot padam ondaki paisa ondakanam ðŸ˜ ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ evanaka arada oru cinema edupan arinjooda valla cheraikaanum po kataravaaaniðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ entertainment nokiyaan padam edukunath polum	OFF	5:32 ee myranu antengilum oru thattikoot padam ondaki paisa ondakanam ðÿ˜ ðÿ¤¬ðÿ¤¬ðÿ¤¬ðÿ¤¬ evanaka arada oru cinema edupan arinjooda valla cheraikaanum po kataravaaaniðÿ¤¬ðÿ¤¬ðÿ¤¬ðÿ¤¬ entertainment nokiyaan padam edukunath polum
MA_YT888	tg tg ba babababa kakathollaayiram eneettu pooda ,irangi poodaa#$==//=Ã·@@#=/==/%	OFF	tg tg ba babababa kakathollaayiram eneettu pooda ,irangi poodaa=/=ã·=%
MA_YT889	Tg polayadimon...avanu koppariyam..	OFF	tg polayadimon.avanu koppariyam.
MA_YT890	e puliyaadimon aanu vargeya vadhi thayoli kuthichi mon	OFF	e puliyaadimon aanu vargeya vadhi thayoli kuthichi mon
MA_YT891	Oombanu onnum ariyilla. RSS thudangeethu 1924 aanu. Kore aalkar indu. EE communist karekal kooduthal indu. Ee oombiye news channel bjpkku ethir aanu	OFF	oombanu onnum ariyilla. rss thudangeethu 1924 aanu. kore aalkar indu. ee communist karekal kooduthal indu. ee oombiye news channel bjpkku ethir aanu
MA_YT892	Poda miree aaaarund bjp ikk ethir allathe..	OFF	poda miree aaaarund bjp ikk ethir allathe.
MA_YT893	Allarum kaliyikkiko da. allam ariyam ann arunkilum undo para ?. paranjath tha	NOT	allarum kaliyikkiko da. allam ariyam ann arunkilum undo para ?. paranjath tha
MA_YT894	@USER K. P enna URL ariyaavunne panikk poya poreðŸ˜…ðŸ˜…	NOT	user k. p enna url ariyaavunne panikk poya poreðÿ˜…ðÿ˜…
MA_YT895	@USER K Poodaaa Naaayee. Kuru pottunnundaakum lllee ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•	OFF	user k poodaaa naaayee. kuru pottunnundaakum lllee ðÿ–•ðÿ–•ðÿ–•ðÿ–•ðÿ–•ðÿ–•ðÿ–•ðÿ–•ðÿ–•ðÿ–•
MA_YT896	Alla ninne ingane undaki vittapozhaaa	OFF	alla ninne ingane undaki vittapozhaaa
MA_YT897	Shakeela kazhinjal keralathile etom nalla URL nadi ninte ammayaleda thayoli kutta ðŸ’©	OFF	shakeela kazhinjal keralathile etom nalla url nadi ninte ammayaleda thayoli kutta ðÿ©
MA_YT898	Eda sangi para nari, pattikunndaya poorimone Ammakke parayunno	OFF	eda sangi para nari, pattikunndaya poorimone ammakke parayunno
MA_YT899	@USER K poda myre poyi oooombikko naye	OFF	user k poda myre poyi oooombikko naye
MA_YT900	@USER Tp poda sudapURL	OFF	user tp poda sudapurl
MA_YT901	@USER Shazz ennu oru sudapURL	OFF	user shazz ennu oru sudapurl
